전시장명,참고,위도,경도,사이트주소,운영시간,운영시간,무료주차여부,유료주차여부,휠체어,장애인화장실여부,안내견동반가능여부,점자,오디어해설
FCLTY_NM,CTGRY_ONE_NM,LC_LA,LC_LO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT
해여림빌리지,문화관광/명소,37.39171292,127.43834,,,,N,N,N,N,N,N,N
해옥전시장,전시/공연,36.73786078,126.135463,,,,Y,N,N,N,N,N,N
해와달라이브갤러리,전시/공연,38.06901654,127.692652,,연중무휴,10:00~22:00,Y,N,N,N,N,N,N
해외유학박람회,전시/공연,37.51182391,127.059159,uhak2min.com/,,2022.10.22(토)~23(일) 11:00~18:00,Y,Y,Y,Y,Y,Y,Y
해외유학어학연수박람회,전시/공연,35.16906372,129.136018,www.uhak2min.com/,행사에 따라 다름,"행사에 따라 다름, 행사 대관은 일반적으로 09:00 - 18:00, 출입문 개방 폐쇄는 일반적으로 06:00 - 22:00",N,Y,Y,Y,Y,Y,N
해외이민투자박람회,전시/공연,37.51182391,127.059159,uhak2min.com/,,2022.10.22(토)~23(일) 11:00~18:00,Y,Y,Y,Y,Y,Y,Y
해우재,전시/공연,37.31922693,126.978044,www.haewoojae.com:40002/Default.asp,매주 월요일,10:00 ~ 18:00,Y,N,N,Y,N,Y,N
해우재문화센터,전시/공연,37.31867475,126.977899,www.haewoojae.com:40002/Default.asp,매주 월요일,"하절기 10:00-18:00
동절기 10:00-17:00",Y,N,N,Y,N,Y,N
해운대문화놀이센터,전시/공연,35.22379578,129.152883,hudcultureplaycenter.modoo.at/?fbclid=IwAR3MdfjfVsmWR7JvY4i1PSe2weiunTTT-tRuu-CpGRyffp2-1-E9Mttfhpo,매주 월요일,11:00 - 21:00,Y,N,N,N,Y,Y,N
해운대문화원,전시/공연,35.1820882,129.121414,www.hudcc.or.kr/,"추석, 공휴일",주중 09:00~18:00,N,Y,N,N,Y,N,Y
해운대블루라인파크,문화관광/명소,35.18093906,129.200335,www.bluelinepark.com/,,매일 09:30 - 19:00,N,N,N,N,Y,N,N
해운대블루라인파크,문화관광/명소,35.1581584,129.172823,www.bluelinepark.com/,,매일 09:30 - 19:00,Y,Y,N,Y,Y,Y,N
해운대블루라인파크,문화관광/명소,35.16122317,129.191366,www.bluelinepark.com/,,매일 09:30 - 19:00,N,Y,Y,Y,Y,Y,N
해운대블루라인파크,문화관광/명소,35.16122317,129.191366,www.bluelinepark.com/,,매일 09:30 - 19:00,Y,Y,N,Y,Y,Y,N
해운대비치골프앤리조트,레저/체육/공원,35.22996952,129.221575,www.haeundaebeachcc.com/intro/intro.do,연중무휴,예약제,Y,N,N,Y,Y,Y,N
해운대수목원,문화관광/명소,35.22751135,129.128321,,정기휴무 (월요일이 공휴일인 경우 다음날 휴무),"매일 09:00~17:00, 30분 전 입장 마감",Y,N,N,Y,Y,N,N
해운대아틀리에칙칙폭폭,전시/공연,35.16415343,129.159063,,매주 월요일,10:00 - 17:00,N,N,N,N,Y,N,Y
해운대해수욕장,문화관광/명소,35.15910698,129.160284,www.haeundae.go.kr/tour/index.do?menuCd=DOM_000000302000000000,개장기간 : 매년6.1-8.31일,09:00 - 18:00,Y,Y,Y,Y,Y,Y,Y
해운대CC,레저/체육/공원,35.36615582,129.200953,www.haeundaecc.co.kr/,연중 무휴,오전 5시 30분~오후 7시 30분,Y,N,N,N,N,N,N
해움미술관,전시/공연,37.2722582,127.014996,www.haeum.kr/,"매주 월요일, 공휴일","3월-10월 10:00 - 18:00, 12월-2월 10:00 - 17:00",N,Y,N,N,Y,N,N
해원다이브리조트,레저/체육/공원,37.83705806,128.87533,scuba4u.kr/store/haewon,,,Y,N,N,N,N,N,N
해인,문화관광/명소,35.79379234,128.529321,,,,N,N,N,N,N,N,N
해인미술관,전시/공연,36.88236415,126.466929,artnlifegr.com/LucasPark,,,Y,N,N,N,N,N,N
해인방,전시/공연,35.86007186,128.610772,,,,N,N,N,N,N,N,N
해인불교전시관,전시/공연,35.13522332,129.08701,,,,N,Y,N,N,N,N,N
해인사성보박물관,전시/공연,35.79357523,128.094562,www.haeinsamuseum.com/,매주 월요일,"영업시간
평일 10:00 - 17:00 하절기(4월~10월)
평일 10:00 - 16:00 동절기(11월~3월)",Y,N,N,Y,Y,N,N
해저터널연결도로홍보전시관,전시/공연,35.02301397,128.809589,"	www.gklink.com","매주 월요일, 명절연휴, 공휴일", 5-10월 9시~17시 / 11월-4월 10시~17시,Y,N,N,Y,Y,N,N
해조류전시관,전시/공연,34.32069199,126.748927,,1월1일_설추석당일_매주월요일 휴무,매일 09:00 - 18:00 ,Y,N,N,N,N,N,N
해파랑길47코스 거점지,문화관광/명소,38.34865086,128.509671,,,,N,N,N,N,N,N,N
해피니스CC,레저/체육/공원,34.99592915,126.832695,www.happinesscc.com/index.asp,,,Y,N,N,N,N,N,N
해피씨어터,전시/공연,37.58186091,127.00258,,,"매일
11:00 - 19:00
접기",N,N,N,N,Y,N,N
해피아울하우스,전시/공연,38.20041559,128.523495,happyowlhouse.modoo.at/,"매주 월요일 (단, 신정,구정,추석, 연휴,공휴일, 여름휴가철은 정상개관)",오전 10:00 ~ 오후 6:00(17:30까지 입장),Y,N,N,N,N,N,N
핸드아티코리아,전시/공연,37.51182391,127.059159,handarty.co.kr/,,"2023.07.20(목)-07.23(일)
오전 10:00 ~ 오후 6:00
(입장마감: 오후 5:30)",Y,Y,Y,Y,Y,Y,Y
햇반뮤지엄,전시/공연,36.87774407,127.454055,www.cj.co.kr,,"월~금 09:00 ~ 17:00 (CJ 블로썸 캠퍼스투어 상담문의시간)
월~금 점심시간 12:30 ~ 13:30",N,N,N,N,N,N,N
햇살박물관,전시/공연,37.7495613,128.891194,,,,N,N,N,N,Y,N,Y
행남자기도자체험학교,문화관광/명소,37.20674027,127.698161,,,,N,N,N,N,N,N,N
행복4강,전시/공연,37.27476946,127.682308,,,,N,N,N,N,N,N,N
행복골프반포훈련소,레저/체육/공원,37.50400683,127.021127,www.hanggolf.com/,무휴,"평일 : 오전 6시 30분 ~ 저녁 10시 30분 
?주말 : 오전 9시 ~ 저녁 9시 30분 ",Y,Y,N,N,N,N,Y
행복골프훈련소,레저/체육/공원,37.32745739,127.990426,,,매일 00:00 - 23:59,Y,N,N,N,N,N,N
행복골프훈련소,레저/체육/공원,37.14420854,127.073156,happygolfosan.modoo.at/,연중무휴,24시간 영업,Y,N,N,N,N,N,Y
행복골프훈련수,레저/체육/공원,37.60786283,127.151699,,연중무휴,"24시간 영업
매일 00:00-24:00",Y,N,N,N,N,N,N
행복구두수선카페,문화관광/명소,33.29885789,126.290061,,,,Y,N,N,N,N,N,N
행복도시세종홍보관,전시/공연,36.48967183,127.270304,www.sejong.go.kr/prog/blog/citizen/sub05_0201/view.do?nttId=35155,공휴일,09:00 ~ 18:00,Y,N,N,N,N,Y,N
행복안전체험관,전시/공연,35.52309078,129.3386,www.ulsannamgu.go.kr/safe/,"월요일,법정공휴일",화~일: 09:00~17:30,Y,N,N,N,N,N,N
행복전남진도문화지소,전시/공연,34.48094759,126.270707,xn--hq1bj5l4sf8ojra214q.com/default/,매주 주말 정기휴무,"월 09:00 - 18:00
화 09:00 - 18:00
수 09:00 - 18:00
목 09:00 - 18:00
금 09:00 - 18:00
12:00 - 13:00 휴게시간",Y,N,N,Y,N,N,N
행복한나드리,문화관광/명소,36.61315083,127.443982,,,평일 10:00 - 18:00,N,N,N,N,N,N,N
행복한날뫼골공방,전시/공연,35.87436853,128.575174,toseong.com/xe/place/435,예약제,예약제,N,N,N,N,N,Y,N
행소박물관,전시/공연,35.85355435,128.481494,www.hengsomuseum.com/,"일요일,1월1일, 설날/추석 당일",10:00~17:00,N,Y,Y,Y,Y,Y,N
행운아트홀,전시/공연,37.38361964,126.901207,,,,N,N,N,N,N,N,N
행원풍력발전단지,문화관광/명소,33.55780717,126.823032,,,,N,N,N,N,Y,N,N
행주산성행주대첩기념관,전시/공연,37.59610775,126.828712,www.goyang.go.kr/haengju/index.do,매주 월요일,"하절기(3월~10월)               
주간 09:00 ~ 18:00 (입장마감 17:00)        
야간개장 매월 2·4째주 토요일 18:00 ~ 22:00 (입장마감 21:00)       

동절기(11월~２월)
주간 09:00 ~ 17:00 (입장마감 16:00)
야간개장 동절기 미운영",N,Y,Y,Y,Y,N,Y
행주아트홀,전시/공연,37.60258632,126.822855,,,,N,N,N,N,N,N,N
행촌미술관,전시/공연,34.57109724,126.61251,haengchon.or.kr/exhibition,매주 일요일,"평일 09:00 - 17:00, 토 09:00 - 13:00",N,N,N,N,N,N,N
향가유원지,문화관광/명소,35.33953686,127.193358,,,,Y,N,N,N,N,N,N
향기원,문화관광/명소,37.90756806,127.213183,,,,N,N,N,N,N,N,N
향나무,문화관광/명소,37.57886973,126.98971,,무휴,09:00 ~21:00,N,Y,Y,Y,Y,Y,Y
향당무전수교육관,전시/공연,37.01319949,127.327853,support.nihc.go.kr/iptl/tdc/tdcF.do?MENU_TAB_SE=tab3&subtab=subtab1&page=1&lekReqstUid=138354209140676768#,,,N,Y,N,Y,N,N,Y
향로산자연휴양림,문화관광/명소,36.02374884,127.669909,www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030108,,09:00~18:00,N,N,N,N,N,N,N
향수선원,문화관광/명소,36.90963783,128.074036,,,,N,N,N,N,N,N,N
향암미술관,전시/공연,36.71812863,129.3546,www.hyangam.co.kr/,매주 월요일 화요일,10:00 - 17:00,Y,N,N,N,Y,N,N
향일암,문화관광/명소,34.59172725,127.803866,www.hyangiram.or.kr/,,,N,N,N,N,N,N,N
향천냉풍욕장,문화관광/명소,36.36400694,126.654186,,,,N,N,N,N,N,N,N
향촌문화관,전시/공연,35.8734081,128.594186,www.hyangchon.or.kr,"매주 월요일(월요일이 공휴일이면 익일 휴무), 1월 1일"," 4월~10월(평일,주말,공휴일) 09:00-19:00   /11월~다음해3월(평일,주말,공휴일)09:00-18:00",N,N,Y,Y,Y,Y,Y
향촌조약돌해안,문화관광/명소,34.73281552,127.862631,,,,N,N,N,N,Y,N,N
향토문화체험관,전시/공연,35.11544199,126.830578,,,매일 10:00~19:00,Y,N,N,N,N,N,N
향토문화회관,전시/공연,35.01578414,126.710839,najuculture.or.kr/na/,,"매일
09:00 - 18:00",Y,N,N,N,N,N,N
향토문화회관,전시/공연,34.47970593,126.268577,www.jindo.go.kr/tour/main.cs,,,Y,N,N,N,N,N,N
향토민속자료전시관,전시/공연,36.80654801,127.793546,www.jincheon.go.kr/site/culture/sub.do?menukey=2009,"매주 월요일, 1월1일, 설날, 추석연휴", 오전 9시 ∼ 오후 6시 (동절기 오후 5시까지),Y,N,N,N,N,N,Y
향토사료관,전시/공연,37.23174325,127.198871,www.yicf.or.kr/mainPage.do,,,N,N,N,N,N,N,N
향토사료관,전시/공연,37.48304683,130.90063,www.ulleung.go.kr/m/page.htm?md=view&mnu_uid=2434&tcg_uid=104&tcg_uids=104&srchColumn=&srchKeyword=&pageno=3&tvl_uid=896,연중무휴,"오전 9시 ~ 오후 6시
충분한 관람을 위해서 폐관 30분전까지 입장해 주시기 바랍니다.",Y,N,Y,Y,Y,Y,N
향토사료관,전시/공연,35.43444094,126.705339,,,,Y,N,N,N,Y,N,N
향토유물박물관(2025년예정),전시/공연,36.5125044,127.239115,,,,N,N,N,N,N,N,N
향토유물전시관,전시/공연,35.5024807,126.586168,gochang.grandculture.net/gochang/toc/GC02801292,,,Y,N,N,Y,N,N,N
향호해변,문화관광/명소,37.91133802,128.818597,,,06:00~24:00 (수영가능시간 06:00~18:00),Y,N,N,Y,Y,N,N
허균허난설헌기념관,전시/공연,37.79103213,128.909552,www.gn.go.kr/tour/prog/lod/Sights/S02/sub02_03_01/view.do?cid=27,"매주 월요일, 1월1일, 설날, 추석 당일 휴무",09:00 ~ 18:00(12:00~13:00 점심시간),Y,N,N,Y,Y,N,N
허둥극장,전시/공연,35.1378564,129.102712,,,,N,N,N,N,N,N,N
허리우드극장,전시/공연,37.57276352,126.987902,www.bravosilver.org/,,,N,Y,N,N,N,N,Y
허밍팜,문화관광/명소,35.83830802,129.246272,,,,N,N,N,N,N,N,N
허브가공단지,문화관광/명소,35.43540686,127.544998,,,,N,N,N,N,N,N,N
허브식물원,문화관광/명소,37.46185209,127.471882,,,,N,N,N,N,N,N,N
허수아비미술관,전시/공연,37.90412852,127.470258,,,,N,N,N,N,N,N,N
허준박물관,전시/공연,37.56787245,126.851031,www.heojun.seoul.kr/,"매주 월요일, 1월 1일, 설날ㆍ추석 당일","하절기 (3월~10월)        
평일10:00~18:00        
주말10:00-17:00
동절기 (11월~2월) 
평일,주말10:00~17:00",Y,N,Y,Y,Y,Y,Y
헌마공신김만일기념관,전시/공연,33.33614718,126.690786,kimmanil.com,"매주 월요일, 1월 1일, 설날, 추석",09:00~18:00 (입장마강 17:40),Y,N,N,Y,Y,Y,N
헤럴드아트데이,전시/공연,37.28394176,127.056778,,"매주 토,일",월~금 10:00~18:00,Y,N,N,Y,Y,N,N
헤이리눈썰매장,레저/체육/공원,37.78940665,126.707671,,,,N,N,N,N,N,N,N
헤이리시네마,전시/공연,37.79182784,126.698326,,,"매일
10:30 - 19:00",Y,N,N,N,N,N,Y
헤이리아트밸리,문화관광/명소,37.78801216,126.699301,www.heyri.net/,,,Y,N,N,N,Y,N,N
헤이리영화박물관,전시/공연,37.78759375,126.695788,,"월
정기휴무 (매주 월요일)",화-금: 10:00~18:00/ 주말은 20시까지,Y,N,N,N,Y,N,N
헤이리예술마을,전시/공연,37.78806368,126.703739,www.heyri.net/,,,Y,N,N,N,N,N,Y
헤이리치타조농장,문화관광/명소,35.30922956,128.38202,heyrichfarm.modoo.at/,"월, 화, 수, 목, 금","토 10:00 - 17:00
일 14:00 - 16:30",Y,N,N,N,Y,N,N
헬로애니멀,문화관광/명소,37.66802835,127.047065,,"설날,추석 당일",10:30~19:00,N,Y,N,Y,N,N,N
헬로우뮤지움동네미술관,전시/공연,37.54817447,127.05325,www.hellomuseum.com/,"매주 월요일 화요일, 설날 추석 당일",10:00 - 18:00,N,Y,N,N,Y,Y,Y
헬로우아일랜드,전시/공연,37.54253315,127.053233,,무휴,08:00 ~22:00,N,N,N,N,Y,N,N
헬로우청진스쿠버,레저/체육/공원,36.17025995,129.396922,,,,Y,N,N,N,N,N,N
헬로키티아일랜드,전시/공연,33.29009955,126.352081,www.hellokittyisland.co.kr/,,매일 09:00 ~ 18:00,Y,N,N,Y,Y,N,N
헬스케어이노지움,전시/공연,37.56135823,126.972996,www.khidi.or.kr/innoseum/,"매주 토,일","월~금 10:00 ~ 18:00
월~금 점심시간 13:00 ~ 14:00",N,Y,N,N,Y,Y,N
혁신도시고향관,전시/공연,35.88095209,128.734125,daegudonggu.grandculture.net/daegudonggu/toc/GC40200091,,,N,N,N,N,N,N,N
혁채가,문화관광/명소,35.79303749,128.517583,,,,N,N,N,N,N,N,N
현대갤러리,전시/공연,37.57730568,126.979823,www.galleryhyundai.com/,매주 월요일,매일 10:00~18:00,Y,N,N,N,Y,N,N
현대기아문화관,전시/공연,37.19793034,126.823364,,,,N,N,N,N,Y,N,N
현대도자미술관,전시/공연,37.31789852,127.636366,www.yeoju.go.kr/history/jsp/Space/SpaceList.jsp?SH_ID=sb0_008,매주 토요일 일요일,10:00 - 17:00,N,N,N,N,N,N,N
현대드라이빙익스피리언스센터,레저/체육/공원,36.64807973,126.343596,drivingexperience.hyundai.co.kr/kr/main,"매주 월,화,수,목",09:00-18:00,Y,N,N,N,N,N,N
현대모터스튜디오,전시/공연,37.66620656,126.747685,motorstudio.hyundai.com/goyang/ln/main.do?strgCd=01,월(체험전시만),매일 09:00~20:00,N,Y,Y,Y,Y,Y,N
현대모터스튜디오,전시/공연,37.54543649,127.22374,motorstudio.hyundai.com/hanam/ln/main.do,,"전시
10:00 ~ 22:00  시승프로그램(사전예약 필수)
14:00 ~ 17:00 고객센터
09:00 ~ 18:00",Y,Y,Y,Y,Y,Y,N
현대모터스튜디오,전시/공연,35.17623464,129.115567,motorstudio.hyundai.com/busan/ln/main.do?strgCd=04,"매월 첫째주 월요일, 신정 , 설날/추석 당일 및 익일 ","디자인 전시
10:00 ~ 20:00
가이드 투어
10:00 ~ 17:00
마이클 어반팜테이블
주중 11:30 ~ 22:00
주말 11:00 ~ 22:00
브레이크타임 14:30 ~ 17:00
프로그램
11:00 ~ 18:30
프로그램별 운영시간 상이
고객센터
09:00 ~ 18:00
카페 바이 해비치
10:00 ~ 20:00
샵
10:00 ~ 20:00",Y,Y,N,N,Y,Y,Y
현대모터스튜디오,전시/공연,37.52127633,127.034369,motorstudio.hyundai.com/seoul/ln/main.do?strgCd=02,,"09:00 ~ 21:00(체험전시,갤러리,라운지)/10:00~20:00(시승프로그램)/08:00~18:00(카페)",Y,N,N,Y,Y,Y,N
현대문화회관,전시/공연,35.53819195,129.388244,www.uscc.co.kr/,명절(연휴까지),06:00-24:00,Y,Y,N,Y,Y,N,N
현대백화점목동점물분수대,전시/공연,37.52732178,126.874619,www.ehyundai.com/newPortal/DP/DP000000_V.do?branchCd=B00142000,무휴,10:30~20:00,Y,Y,Y,Y,Y,Y,Y
현대백화점이벤트홀,전시/공연,37.50447708,126.760848,,,매일 11시 ~ 20시,Y,Y,Y,Y,Y,Y,Y
현대백화점중동점하늘공원,전시/공연,37.50431803,126.762084,"www.ehyundai.com/b00143000
",,"금일 영업 10:30 ~ 20:00
(연장영업시     10:30 ~ 20:30)",Y,Y,Y,Y,Y,Y,Y
현대백화점천호점문화홀,전시/공연,37.53897505,127.124441,www.ehyundai.com/gate.do,,,Y,Y,Y,Y,Y,Y,Y
현대백화점컬쳐파크문화센터,전시/공연,37.52867748,127.027681,www.ehyundai.com/newPortal/DP/IF/IF000011_V.do,,,Y,Y,N,Y,Y,Y,N
현대백화점토파즈이벤트홀,전시/공연,37.52732178,126.874619,www.ehyundai.com/newPortal/DP/DP000000_V.do?branchCd=B00142000,,10:30-20:00,N,Y,N,Y,Y,Y,Y
현대스크린골프,레저/체육/공원,35.41439846,129.17154,,매월 네번째주 화요일,"평일 5:30~21:30
주말 공휴일 5:30~21:00",Y,N,N,N,N,Y,N
현대아트,전시/공연,37.50963226,127.059443,,주말,월~금 10:00~18:00,N,Y,Y,Y,Y,Y,N
현대아트그룹,전시/공연,37.36024821,127.159268,,,,N,N,N,N,N,N,N
현대앤코스모스요팅,레저/체육/공원,37.45651279,126.357348,,매주 월요일,화~일 09:00 ~ 18:00,Y,N,N,N,N,N,N
현대어린이책미술관,전시/공연,37.39279369,127.112017,www.hmoka.org/,"매주 월요일, 백화점 휴점에 따라 신정 구정 추석 전일과 당일",10:00 - 19:00,Y,Y,Y,Y,Y,Y,N
현대예술관,전시/공연,35.52285828,129.431689,www.hhiarts.co.kr/,연중무휴,9:30~19:30,Y,Y,N,Y,Y,Y,N
현대예술관소공연장,전시/공연,35.52299151,129.431007,www.hhiarts.co.kr/performance/hallinfosmall.do?mid=0001&SVC_ID=hallinfosmall,,,Y,Y,N,Y,Y,Y,N
현대예술극장,전시/공연,37.52736612,127.027469,,,,Y,Y,N,Y,Y,Y,N
현대예술회관시네마관,전시/공연,35.52299151,129.431007,www.hhiarts.co.kr/main.jsp?mobileUseWeb=Y,,"매일
09:00 - 19:00",Y,Y,N,Y,Y,Y,N
현대요트,레저/체육/공원,37.45770457,126.357802,hdcosmos.com/main/main.html,매주 월요일,09:00-18:00,N,Y,N,N,N,N,N
현대자동차 아산문화관 스포츠센터,전시/공연,36.84764289,126.856591,,매주 일요일,"평일 05:00~22:00
토요일 09:00~18:00
토요일 12:00~14:00 청소로 입장제한",N,N,N,N,N,N,N
현대제철운동장,레저/체육/공원,37.51854593,126.635523,,,,N,N,N,N,N,N,N
현대카드뮤직라이브러리,전시/공연,37.53663557,127.000702,dive.hyundaicard.com/web/understage/spaceMain.hdc,"매주 월요일, 공휴일",12:00~21:00,N,N,N,N,N,N,Y
현대카드스토리지,전시/공연,37.53681055,127.000866,dive.hyundaicard.com/web/storage/spaceMain.hdc,매주 월요일,"화-토요일 12:00 ~ 21:00
일,공휴일 12:00 ~ 18:00",N,N,N,N,N,N,Y
현대풋살파크,레저/체육/공원,36.08541118,129.390051,,,,N,N,N,N,N,N,N
현대화랑,전시/공연,37.5766458,126.979859,www.hyundaihwarang.com/,매주 월요일,"화요일 - 일요일, 오전 10시 - 오후 6시",N,N,N,N,Y,N,N
현도풋살구장,레저/체육/공원,36.50220875,127.412582,,연중무휴,매일 00:00~24:00,N,N,N,N,N,N,N
현리용추유원지,문화관광/명소,37.84888522,127.348305,,,,Y,N,N,N,Y,N,N
현리유원지,문화관광/명소,37.83906084,127.363238,gphyeonri.modoo.at/,,매일 10:00 - 18:00,Y,N,N,N,N,N,Y
현북인조잔디운동장,레저/체육/공원,38.02816135,128.715895,,,,N,N,N,N,N,N,N
현음도자미술관,전시/공연,36.88869974,127.983536,tour.chungbuk.go.kr/www/selectTourCntnts.do?key=60&tourNo=597&searchMainSe=ATTR,,09:00 - 18:00,N,N,N,N,N,N,N
현장아트홀,전시/공연,35.19211347,128.084982,ihyunjang.com/,없음,사무실 운영 시간: 10:00 ~ 18:00 / 공연장 대관 시간: 10:00 ~ 20:00 / 전시 이용시간: 11:00 ~ 20:00 / 카페 운영 시간: 11:00 ~ 20:00,N,N,N,N,Y,N,N
현진도예전시장,전시/공연,37.32014466,127.650239,,,,N,N,N,N,N,N,N
현천가족놀이공원,문화관광/명소,34.76693233,127.611353,ysfamilyland.business.site/?utm_source=gmb&utm_medium=referral,연중무휴,09:30-17:30,Y,N,N,Y,N,N,N
현천동야구장,레저/체육/공원,37.59667167,126.856838,www.gameone.kr/league/intro/ground/?lig_idx=990,,,Y,N,N,N,N,N,N
현포토갤러리,전시/공연,33.42899868,126.39495,,,,N,N,N,N,N,N,N
현포해수풀장,레저/체육/공원,37.52895004,130.842991,,"매주 월요일, 기상에따라 탄력적으로",10:00~18:00,Y,N,N,N,N,N,N
협곡몽돌해변,문화관광/명소,34.07208672,125.095867,,,,N,N,N,N,Y,N,N
협재관광지,문화관광/명소,33.39345751,126.23856,www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500697,,,Y,N,N,N,N,N,N
협재해수욕장,문화관광/명소,33.38701241,126.245988,,,,Y,N,N,N,Y,N,N
혜곡최순우기념관,전시/공연,37.59297685,127.00035,www.choisunu.com,"일,월,추석 당일",화~토 10:00~17:00,N,N,N,N,Y,N,N
혜명단청박물관,전시/공연,37.47190732,126.622059,cafe.daum.net/TraditionalMuseum,매주 월요일,10:00~17:00,N,N,N,N,N,N,N
혜성미술원,전시/공연,37.76125358,127.432103,,,,N,N,N,N,N,N,N
혜화동1번지극장,전시/공연,37.58637536,127.001345,,,,N,N,N,N,Y,N,N
혜화아트센터,전시/공연,37.58496996,127.003098,hhart.co.kr/,,11:00∼18:30,N,Y,Y,N,Y,N,Y
호구산군립공원,레저/체육/공원,34.7942261,127.929875,,연중무휴,24시개방,Y,N,N,Y,Y,N,N
호국보훈기념관,전시/공연,34.93596164,127.521381,www.honam625.or.kr/,"매주 월요일 휴무 (공휴일인 경우 다음날 휴무)
1월 1일, 설날·추석 당일 휴무","09:30 - 18:00
(동절기 17:00까지)",Y,N,N,N,N,N,N
호꼬빼기유원지,문화관광/명소,36.08242362,127.27639,,,,Y,N,N,N,N,N,N
호녁개해수욕장,문화관광/명소,34.56403762,127.670883,,,,N,N,N,N,Y,N,N
호담우주전시관,전시/공연,34.96539664,126.515233,," 월요일,설날, 추석","하절기(3월~10월) : 09:00~18:00
동절기(11월~2월) : 09:00~17:00",N,N,Y,N,N,N,N
호도해수욕장,문화관광/명소,36.27274682,126.263356,www.brcn.go.kr/,,,N,N,N,N,N,N,N
호랑산성,문화관광/명소,34.79006666,127.704592,,,,N,N,N,N,Y,N,N
호랑이와곶감테마공원,문화관광/명소,36.37533503,128.102861,,매주 월요일,09:30~17:00,Y,N,Y,Y,Y,Y,Y
호룡곡산산림욕장,문화관광/명소,37.38584198,126.423251,itour.incheon.go.kr/ssst/ssst/detail.do?cotId=ITD21122914134501111,연중무휴,"매일
00:00 - 24:00",Y,N,N,N,Y,N,N
호림박물관,전시/공연,37.52269761,127.036345,horimmuseum.org/sinsa/,"매주 일요일·월요일,  1월 1일, 설날연휴, 추석연휴",화요일 ~ 토요일 오전 10:30 ~ 오후 06:00(입장은 관람 종료 1시간 전까지),N,Y,Y,Y,Y,Y,N
호림박물관,전시/공연,37.4808823,126.918236,www.horimmuseum.org/,매주 월요일,10:00~17:00,Y,N,Y,Y,Y,Y,Y
호림아트센터,전시/공연,37.52269761,127.036345,horimmuseum.org/artcenter/,"매주 일요일, 월요일",오전 10시~오후 6시,N,Y,Y,Y,N,Y,N
호미곶해맞이광장,문화관광/명소,36.07608308,129.566532,,,,Y,N,N,Y,Y,N,N
호박소유원지,문화관광/명소,35.59213726,129.007383,,,,N,N,N,N,N,N,N
호반수상레저,레저/체육/공원,37.72602215,127.428205,,,,Y,N,N,N,N,N,N
호반유원지,문화관광/명소,37.52735477,127.28756,,,,N,N,N,N,N,N,N
호법체육공원축구장,레저/체육/공원,37.21554661,127.407317,www.icheon.go.kr/depart/contents.do?key=2412,,,Y,N,N,Y,Y,N,N
호산임장,문화관광/명소,37.60974,127.401636,,,,N,N,N,N,N,N,N
호서제일가람문,문화관광/명소,36.53649757,127.828855,,,,N,Y,N,N,Y,N,N
호성골유원지,문화관광/명소,36.09875012,127.259688,hoseonggol.modoo.at/,,매일 9:00~18:00,Y,N,N,N,N,N,N
호성와태전시방,전시/공연,37.29805314,127.715043,,,,N,N,N,N,N,N,N
호심갤러리,전시/공연,37.22631679,127.295241,,,,N,N,N,N,N,N,N
호안다구박물관,전시/공연,37.10579141,128.677057,www.ywmuseum.com/museum/index.do?museum_no=18,매주 월요일,"화09:00 - 18:00
수09:00 - 18:00
목09:00 - 18:00
금09:00 - 18:00
토09:00 - 18:00
일09:00 - 18:00",Y,N,N,N,N,N,N
호암공원생태전시관,전시/공연,36.96045033,127.922454,tour.chungbuk.go.kr/www/selectTourCntnts.do?key=60&tourNo=521&pageUnit=12&pageIndex=2&searchCnd=all&searchMainSe=ATTR&searchTourSe=05&searchAreaSe=02,매주 월요일,9:00 ~ 19:00,N,N,N,Y,Y,Y,N
호암미술관,전시/공연,37.29321604,127.192333,www.hoammuseum.org/eng/html/main/index.asp,매주 목요일,10:00 - 18:00,Y,N,Y,Y,Y,Y,Y
호암미술관관장실,전시/공연,37.2940667,127.202128,www.hoammuseum.org/eng/html/main/index.asp,매주 목요일,10:00 - 18:00,Y,N,Y,Y,Y,Y,Y
호암민화미술관,전시/공연,36.30549982,126.653653,hoamart.kr,,,N,N,N,N,N,N,N
호암산잣나무산림욕장,문화관광/명소,37.45105077,126.923277,,,,N,N,N,N,Y,N,N
호암아트홀,전시/공연,37.56155336,126.970996,,무휴,월:오전 8:00 - 오전 9:00오후 12:00 - 오후 7:00화:오전 7:00 - 오후 2:00오후 5:00 - 오후 8:00수:오전 8:00 - 오후 7:00목:오전 7:00 - 오후 8:00금:오전 7:00 - 오전 9:00오후 12:00 - 오후 7:00토:오전 11:00 - 오후 6:00일:오후 12:00 - 오후 6:00,N,N,N,N,N,N,N
호암예술관,전시/공연,36.96271929,127.926906,www.cjfmc.or.kr/sports/fmcs/1,명절 ,09:00~22:00,Y,N,N,Y,N,Y,N
호야지리박물관,전시/공연,37.29994177,128.2627,www.geomuseum.co.kr/,매주 월요일,09:00~18:00,Y,N,N,Y,Y,N,Y
